grid,id,month
61020.0+25629.453761j,13,aug
60975.0+24463.259976j,13,aug
95295.0+34245.168859j,13,aug
111255.0+45610.401766j,13,aug
105225.0+42562.705246j,13,aug
100365.0+46480.998212j,13,aug
96780.0+41953.132441j,13,aug
92220.0+31258.974127j,13,aug
89490.0+40141.099986j,13,aug
87255.0+29864.016747j,13,aug
81555.0+34735.892841j,13,aug
82170.0+33349.151553j,13,aug
82485.0+35150.531667j,13,aug
72975.0+28959.160997j,13,aug
69585.0+27093.924236j,13,aug
81585.0+28132.769169j,13,aug
85350.0+33236.857564j,13,aug
50730.0+18597.75106j,13,aug
34695.0+16153.819303j,13,aug
34200.0+15941.20336j,13,aug
34320.0+12399.545219j,13,aug
33525.0+15536.567435j,13,aug
33435.0+14834.092905j,13,aug
31785.0+15262.897962j,13,aug
29415.0+10304.927214j,13,aug
29265.0+13091.00637j,13,aug
29580.0+12630.915326j,13,aug
29595.0+11917.782484j,13,aug
24540.0+11324.736756j,13,aug
10575.0+3851.493994j,13,aug
10590.0+4095.657288j,13,aug
11535.0+4816.823226j,13,aug
11475.0+5255.333633j,13,aug
10830.0+4994.38853j,13,aug
11205.0+3845.036402j,13,aug
12150.0+4897.752616j,13,aug
11385.0+4610.280812j,13,aug
12000.0+5726.731156j,13,aug
12870.0+5653.450226j,13,aug
12825.0+5867.153677j,13,aug
12255.0+4121.921102j,13,aug
10650.0+4864.634817j,13,aug
10590.0+4052.188304j,13,aug
11880.0+3934.884819j,13,aug
11640.0+4116.884121j,13,aug
10545.0+3689.02995j,13,aug
11745.0+3978.949057j,13,aug
11970.0+4584.950255j,13,aug
11925.0+3972.97894j,13,aug
11190.0+4496.171606j,13,aug
10500.0+3975.841338j,13,aug
11685.0+4765.879682j,13,aug
12000.0+4478.581672j,13,aug
10545.0+3570.341037j,13,aug
10635.0+4817.969048j,13,aug
11985.0+5318.605536j,13,aug
10785.0+4114.372829j,13,aug
10275.0+4149.519509j,13,aug
9045.0+3710.427234j,13,aug
8820.0+3883.064342j,13,aug
10200.0+3516.766972j,13,aug
10260.0+3791.668277j,13,aug
8835.0+3484.632775j,13,aug
9165.0+3380.629588j,13,aug
10275.0+4869.002628j,13,aug
10260.0+4128.458395j,13,aug
10155.0+4381.946128j,13,aug
8805.0+3460.243386j,13,aug
8820.0+4037.532698j,13,aug
9690.0+4663.033167j,13,aug
10260.0+4778.370339j,13,aug
9435.0+3790.366985j,13,aug
9990.0+3908.780001j,13,aug
10950.0+4879.815157j,13,aug
10680.0+4731.286722j,13,aug
9915.0+3302.37394j,13,aug
8835.0+3472.582634j,13,aug
8835.0+3108.258073j,13,aug
10665.0+4491.243055j,13,aug
12000.0+4512.678665j,13,aug
11535.0+5300.492406j,13,aug
11115.0+4426.774023j,13,aug
11955.0+4324.351946j,13,aug
11910.0+3940.860341j,13,aug
11415.0+4628.358716j,13,aug
10440.0+4027.798652j,13,aug
29010.0+12880.160441j,13,aug
54645.0+19820.519081j,13,aug
56325.0+25492.948923j,13,aug
56745.0+25342.972306j,13,aug
56490.0+19853.674244j,13,aug
57030.0+19782.873531j,13,aug
57030.0+26794.881236j,13,aug
56505.0+23243.366253j,13,aug
55440.0+24434.597134j,13,aug
58020.0+26430.36803j,13,aug
58860.0+26910.440305j,13,aug
58785.0+23729.369357j,13,aug
59385.0+19745.818891j,13,aug
60990.0+20607.388917j,13,aug
60915.0+24361.423275j,13,aug
60345.0+29054.758931j,13,aug
39525.0+18007.904813j,13,aug
7725.0+3580.139867j,13,aug
7605.0+3056.006571j,13,aug
7620.0+2782.012285j,13,aug
7635.0+3359.117316j,13,aug
7815.0+3169.558528j,13,aug
11640.0+4993.810705j,13,aug
11625.0+4832.775989j,13,aug
10770.0+4278.41121j,13,aug
10065.0+4617.403482j,13,aug
9285.0+3900.859826j,13,aug
9300.0+3798.040407j,13,aug
9300.0+3818.067052j,13,aug
8895.0+3524.992746j,13,aug
7650.0+3232.566686j,13,aug
8790.0+3656.713843j,13,aug
10650.0+4463.292286j,13,aug
10245.0+4917.423819j,13,aug
9645.0+3624.692756j,13,aug
8760.0+3163.942718j,13,aug
8715.0+4158.279501j,13,aug
8775.0+4093.398498j,13,aug
8790.0+3332.645377j,13,aug
8760.0+3677.110455j,13,aug
9225.0+4034.720581j,13,aug
10620.0+4812.024376j,13,aug
11700.0+4537.052753j,13,aug
10305.0+4167.128106j,13,aug
9405.0+4157.64983j,13,aug
9450.0+3793.619822j,13,aug
9465.0+3405.088032j,13,aug
9480.0+4124.880062j,13,aug
9030.0+3219.133994j,13,aug
8790.0+3040.25052j,13,aug
11610.0+4094.651658j,13,aug
12375.0+4705.809668j,13,aug
13425.0+5802.63074j,13,aug
11175.0+4425.88369j,13,aug
10470.0+4566.324686j,13,aug
10455.0+3682.472421j,13,aug
10440.0+4585.324901j,13,aug
10320.0+4560.117617j,13,aug
8760.0+3091.742204j,13,aug
9645.0+4591.70563j,13,aug
10575.0+4273.679493j,13,aug
10935.0+5182.155396j,13,aug
11220.0+4804.225812j,13,aug
10725.0+4228.706207j,13,aug
9000.0+3789.840426j,13,aug
8805.0+3042.020697j,13,aug
8760.0+4117.109341j,13,aug
8775.0+3893.405208j,13,aug
9270.0+3968.675301j,13,aug
10230.0+4418.038187j,13,aug
10335.0+3843.09356j,13,aug
9975.0+4421.828029j,13,aug
8895.0+4071.605457j,13,aug
9975.0+4648.658287j,13,aug
10335.0+4561.831441j,13,aug
8910.0+3313.523368j,13,aug
8880.0+4166.570983j,13,aug
8835.0+4230.139281j,13,aug
10350.0+3406.078765j,13,aug
12120.0+4294.644208j,13,aug
11940.0+4300.768071j,13,aug
10335.0+4549.961699j,13,aug
