grid,id,month
6045.0+2538.376656j,8,aug
6090.0+2080.689498j,8,aug
6165.0+2053.104821j,8,aug
8325.0+3691.961411j,8,aug
7950.0+2996.814233j,8,aug
7935.0+3661.175091j,8,aug
7950.0+3300.87864j,8,aug
8400.0+2770.179345j,8,aug
8445.0+3326.217398j,8,aug
8415.0+3904.505705j,8,aug
8385.0+3401.114217j,8,aug
8340.0+3856.352282j,8,aug
8205.0+2840.832107j,8,aug
8145.0+3134.30993j,8,aug
8220.0+3288.418745j,8,aug
8250.0+3059.01962j,8,aug
8220.0+2764.333807j,8,aug
7905.0+2886.981394j,8,aug
8475.0+3905.148589j,8,aug
44055.0+20016.559591j,8,aug
45090.0+19804.622572j,8,aug
45000.0+17804.856378j,8,aug
45090.0+17122.144985j,8,aug
44415.0+15101.248918j,8,aug
43395.0+15201.454096j,8,aug
43110.0+15294.917483j,8,aug
42735.0+18255.379519j,8,aug
42930.0+18152.35663j,8,aug
42960.0+14951.197211j,8,aug
43080.0+17024.558488j,8,aug
24570.0+10856.966652j,8,aug
12930.0+5331.267502j,8,aug
5520.0+2170.680126j,8,aug
5640.0+2548.950609j,8,aug
5595.0+2577.688768j,8,aug
5595.0+1878.937081j,8,aug
5460.0+2132.999859j,8,aug
5640.0+2317.339318j,8,aug
5595.0+1892.990934j,8,aug
5640.0+2729.296432j,8,aug
5625.0+2450.238134j,8,aug
5550.0+2268.225465j,8,aug
7410.0+3486.684747j,8,aug
7455.0+2924.376913j,8,aug
7395.0+2503.640916j,8,aug
7395.0+3262.437212j,8,aug
7380.0+2618.19932j,8,aug
7395.0+2840.596753j,8,aug
7350.0+3085.281328j,8,aug
7350.0+2728.441221j,8,aug
7305.0+2861.7961j,8,aug
7410.0+2889.885178j,8,aug
7335.0+3078.504229j,8,aug
7365.0+2479.889901j,8,aug
7335.0+2791.573435j,8,aug
7365.0+3042.411943j,8,aug
7380.0+3541.384967j,8,aug
7320.0+3486.638783j,8,aug
7140.0+3334.563535j,8,aug
22095.0+8372.61987j,8,aug
44025.0+20332.827847j,8,aug
43740.0+20552.983774j,8,aug
42840.0+19770.977207j,8,aug
41910.0+16273.370067j,8,aug
41970.0+19607.801523j,8,aug
42060.0+19602.225117j,8,aug
42060.0+19797.387936j,8,aug
42000.0+19023.750249j,8,aug
42240.0+17502.775959j,8,aug
42360.0+17756.854348j,8,aug
41010.0+15787.918282j,8,aug
13935.0+4891.358453j,8,aug
9375.0+3222.886866j,8,aug
5640.0+2015.658834j,8,aug
5640.0+2482.704789j,8,aug
5610.0+2626.718301j,8,aug
5580.0+2476.338522j,8,aug
5640.0+2685.374928j,8,aug
5625.0+1874.649343j,8,aug
5610.0+2531.493325j,8,aug
5580.0+2545.96361j,8,aug
7275.0+2632.74142j,8,aug
7410.0+3336.482186j,8,aug
7275.0+2844.381936j,8,aug
7035.0+2567.36262j,8,aug
5010.0+2267.272349j,8,aug
4695.0+1879.534977j,8,aug
4695.0+2268.674242j,8,aug
4680.0+1875.2392j,8,aug
4695.0+1883.36032j,8,aug
4695.0+2110.635507j,8,aug
4680.0+1903.459214j,8,aug
4695.0+1681.680311j,8,aug
4680.0+2004.94713j,8,aug
4650.0+1790.27553j,8,aug
4665.0+1967.290014j,8,aug
4650.0+1773.597222j,8,aug
4650.0+1864.5098j,8,aug
