grid,id,month
15090.0+6911.150799j,1,june
15075.0+5900.797286j,1,june
15060.0+6494.66036j,1,june
15045.0+7250.219256j,1,june
15045.0+5094.828328j,1,june
15045.0+4984.041785j,1,june
23445.0+10180.961665j,1,june
49695.0+17296.170155j,1,june
50130.0+23444.473892j,1,june
50160.0+17589.327286j,1,june
50310.0+17660.273008j,1,june
50610.0+22990.020334j,1,june
50565.0+23526.270298j,1,june
50535.0+20093.776271j,1,june
49005.0+23548.770431j,1,june
48600.0+19836.270279j,1,june
48600.0+20890.241618j,1,june
48630.0+18665.408165j,1,june
48630.0+23460.722626j,1,june
48630.0+20213.023299j,1,june
48690.0+17890.65515j,1,june
48675.0+18715.222489j,1,june
48690.0+23306.785163j,1,june
48690.0+23072.711247j,1,june
48690.0+21800.08513j,1,june
48555.0+20213.049633j,1,june
48150.0+16020.931633j,1,june
33945.0+16341.992945j,1,june
19575.0+7294.478916j,1,june
16230.0+7378.082202j,1,june
13005.0+6249.687758j,1,june
13005.0+5494.977543j,1,june
13005.0+5177.915019j,1,june
12990.0+5705.537656j,1,june
13005.0+6229.072822j,1,june
13005.0+6284.720386j,1,june
13035.0+5024.314584j,1,june
13020.0+6127.458151j,1,june
13020.0+4568.244623j,1,june
13020.0+4853.661319j,1,june
12945.0+4969.801557j,1,june
10425.0+3675.465275j,1,june
7590.0+3050.518427j,1,june
7650.0+3532.894439j,1,june
7920.0+3675.881221j,1,june
32700.0+11149.094825j,1,june
41865.0+15660.382671j,1,june
41925.0+15331.249282j,1,june
41940.0+14253.307741j,1,june
42255.0+19681.81992j,1,june
42420.0+16161.759j,1,june
42465.0+18943.105652j,1,june
42390.0+17981.494955j,1,june
42405.0+14825.610898j,1,june
42465.0+17506.810176j,1,june
42420.0+16710.578903j,1,june
42450.0+16076.547439j,1,june
42450.0+18894.081501j,1,june
42600.0+20577.359173j,1,june
42540.0+15540.452624j,1,june
42465.0+19177.788758j,1,june
42945.0+19377.567063j,1,june
44715.0+20994.186286j,1,june
44565.0+16641.511929j,1,june
17610.0+6300.512798j,1,june
15780.0+6652.845962j,1,june
9795.0+4114.013583j,1,june
9090.0+3378.116037j,1,june
9075.0+3921.004073j,1,june
9060.0+4222.991554j,1,june
9030.0+3643.771415j,1,june
9015.0+4114.334297j,1,june
9015.0+4050.98277j,1,june
9015.0+3607.693163j,1,june
9015.0+3131.65067j,1,june
8985.0+4261.358496j,1,june
8985.0+3825.246453j,1,june
8985.0+3110.022054j,1,june
8970.0+3386.759978j,1,june
8955.0+3024.00171j,1,june
8955.0+3422.973057j,1,june
8925.0+3523.263423j,1,june
8910.0+3673.747174j,1,june
8910.0+3075.758579j,1,june
8910.0+3350.025401j,1,june
18375.0+7552.958063j,1,june
43275.0+20746.429082j,1,june
43500.0+14434.078644j,1,june
43875.0+19242.638095j,1,june
43905.0+16507.451929j,1,june
43935.0+16151.521031j,1,june
43905.0+19813.500264j,1,june
43920.0+19592.820412j,1,june
43545.0+17141.929564j,1,june
41970.0+19418.883724j,1,june
41985.0+15667.27072j,1,june
41955.0+16177.463483j,1,june
41940.0+17148.560402j,1,june
41955.0+19702.826421j,1,june
41925.0+14740.956972j,1,june
41955.0+14920.569903j,1,june
41985.0+16306.778324j,1,june
21630.0+9106.2064j,1,june
13725.0+5854.844953j,1,june
8985.0+3302.990353j,1,june
6915.0+3126.968158j,1,june
6915.0+2901.968428j,1,june
6915.0+2747.2811j,1,june
6915.0+3166.659506j,1,june
6915.0+2908.379863j,1,june
6915.0+2621.34129j,1,june
6855.0+3044.342423j,1,june
6855.0+2364.347719j,1,june
6840.0+3192.577565j,1,june
6840.0+3271.752972j,1,june
6825.0+2316.701023j,1,june
6825.0+2624.136364j,1,june
7560.0+2657.128481j,1,june
7650.0+2796.267827j,1,june
6810.0+2600.681843j,1,june
6810.0+2381.879002j,1,june
6810.0+2736.366604j,1,june
6810.0+2739.327641j,1,june
6810.0+2395.186169j,1,june
6930.0+3163.864903j,1,june
40440.0+13471.323391j,1,june
41025.0+15109.034773j,1,june
41010.0+16913.513018j,1,june
41115.0+18336.407551j,1,june
41160.0+16644.396842j,1,june
41145.0+13633.250364j,1,june
41610.0+18797.779045j,1,june
41850.0+16423.920794j,1,june
41865.0+14659.477636j,1,june
41865.0+19368.937198j,1,june
41850.0+14024.889461j,1,june
42000.0+14269.085066j,1,june
41955.0+19068.723374j,1,june
41940.0+18491.135958j,1,june
41895.0+17362.276532j,1,june
35640.0+16810.321595j,1,june
13860.0+6141.633028j,1,june
12225.0+4974.017564j,1,june
8190.0+3518.360647j,1,june
9000.0+4048.869478j,1,june
8940.0+3158.647254j,1,june
8925.0+3188.300075j,1,june
8955.0+3129.337756j,1,june
8910.0+4224.276762j,1,june
8880.0+4111.031044j,1,june
8880.0+3780.498094j,1,june
8850.0+3221.251066j,1,june
8850.0+3622.988665j,1,june
8835.0+3601.937288j,1,june
8835.0+4239.210623j,1,june
8835.0+3833.10609j,1,june
8820.0+3773.483038j,1,june
8850.0+3414.272862j,1,june
8820.0+3760.945623j,1,june
8805.0+3085.426328j,1,june
8805.0+3641.455039j,1,june
8790.0+3346.762417j,1,june
8790.0+4060.703905j,1,june
8790.0+3105.067602j,1,june
8775.0+3762.497359j,1,june
8790.0+3480.944657j,1,june
8790.0+3358.024917j,1,june
8775.0+3112.424453j,1,june
8790.0+3108.346891j,1,june
24630.0+11555.29367j,1,june
43425.0+20055.649183j,1,june
43500.0+15084.4072j,1,june
43605.0+17440.055184j,1,june
43710.0+20242.978297j,1,june
43035.0+19890.146574j,1,june
41700.0+15356.149512j,1,june
41715.0+16852.559296j,1,june
41730.0+15972.492123j,1,june
41775.0+19508.149962j,1,june
41775.0+15371.912762j,1,june
