grid,id,month
4755.0+2029.447782j,13,june
9090.0+4122.023907j,13,june
48420.0+21782.495914j,13,june
53340.0+22208.235696j,13,june
53025.0+24386.446674j,13,june
53205.0+24670.92679j,13,june
53310.0+19712.371392j,13,june
53010.0+21275.868384j,13,june
54315.0+22865.2579j,13,june
54540.0+20290.251697j,13,june
55140.0+18558.19048j,13,june
49395.0+16567.401004j,13,june
7140.0+3384.014633j,13,june
6840.0+3207.978728j,13,june
7530.0+3073.909593j,13,june
7455.0+3138.87577j,13,june
7440.0+2752.732443j,13,june
7410.0+3337.279031j,13,june
7425.0+2694.63883j,13,june
7185.0+2746.477038j,13,june
5310.0+2151.948832j,13,june
4725.0+1904.81895j,13,june
4740.0+2114.692243j,13,june
4725.0+1894.436269j,13,june
4725.0+1646.776325j,13,june
4695.0+2042.842328j,13,june
4710.0+1894.542282j,13,june
4695.0+2190.323073j,13,june
4710.0+1865.258667j,13,june
4710.0+1882.742114j,13,june
5070.0+1978.187429j,13,june
6210.0+2902.143557j,13,june
6105.0+2355.653345j,13,june
4710.0+1639.494198j,13,june
4980.0+1856.239691j,13,june
5865.0+2579.613631j,13,june
5880.0+1987.911554j,13,june
5850.0+2173.474805j,13,june
5865.0+2591.565342j,13,june
6345.0+2362.008593j,13,june
7710.0+2556.870464j,13,june
7560.0+3179.294642j,13,june
7485.0+2577.538288j,13,june
7410.0+3452.103436j,13,june
8010.0+3359.023027j,13,june
8850.0+3846.731857j,13,june
8325.0+2941.246866j,13,june
5730.0+2738.510953j,13,june
5745.0+2153.538286j,13,june
5745.0+2154.76519j,13,june
5760.0+1999.898467j,13,june
5760.0+2249.446454j,13,june
5775.0+2128.700385j,13,june
5790.0+2635.213987j,13,june
5805.0+1933.49662j,13,june
5790.0+2467.954484j,13,june
5775.0+2314.9674j,13,june
5775.0+2193.5478j,13,june
5775.0+2256.33238j,13,june
5760.0+2746.421887j,13,june
5775.0+2002.925682j,13,june
5760.0+1980.185712j,13,june
5760.0+2025.230862j,13,june
5775.0+2099.369361j,13,june
5775.0+1931.813784j,13,june
5760.0+2348.924942j,13,june
15435.0+5403.420194j,13,june
52425.0+22251.305307j,13,june
56580.0+18964.137212j,13,june
56400.0+20143.222061j,13,june
55185.0+20039.369233j,13,june
54960.0+23955.434611j,13,june
54825.0+18504.285563j,13,june
54060.0+19360.887341j,13,june
53595.0+22391.590352j,13,june
55575.0+25450.575741j,13,june
24330.0+11263.383777j,13,june
5760.0+2612.203988j,13,june
5760.0+2148.246391j,13,june
5745.0+2063.648046j,13,june
5730.0+2250.52711j,13,june
5730.0+2717.468764j,13,june
5880.0+2297.83365j,13,june
7200.0+2734.333161j,13,june
7185.0+2699.719224j,13,june
5760.0+2201.067984j,13,june
5730.0+2564.104261j,13,june
5730.0+2303.716307j,13,june
5730.0+2650.825112j,13,june
5745.0+2130.73082j,13,june
5745.0+2713.293006j,13,june
5775.0+2665.114016j,13,june
6090.0+2374.512514j,13,june
7665.0+3660.147338j,13,june
7485.0+3578.160199j,13,june
7485.0+3485.886421j,13,june
7470.0+3004.923879j,13,june
7440.0+2928.15915j,13,june
7440.0+2587.209769j,13,june
7410.0+2824.073556j,13,june
5535.0+2273.296345j,13,june
4635.0+1842.34785j,13,june
4650.0+1976.65591j,13,june
4650.0+1963.722748j,13,june
4650.0+2250.357961j,13,june
4650.0+1775.831906j,13,june
4650.0+1702.805486j,13,june
4650.0+1564.185666j,13,june
