# file...... multi_voltageA.csv
# date...... Sat Sep 11 00:03:26 2021
# user...... megan
# host...... (null)
# group..... class=meter
# property.. measured_voltage_A
# limit..... 0
# interval.. 60
# timestamp,Node633,Node632,Node650,Node680,Node684,Node2335,Node661,Node1642,Node3456,Node2361,Node3039,Node2818,Node3538,Node4031,Node4373,Node4767,Node7951,Node8156,Node8386,Node8565,Node9019,Node9160,Node9278,Node9922,Node5746,Node6139,Node7536,Node7719,Node7800,Node7901
2018-01-01 00:00:00 CST,+2425.09-5.83731i,+2424.03-5.59177i,+2401.78+0i,+2442.46-10.2528i,+2441.75-10.1679i,+2425.09-5.83731i,+2428.92-6.70121i,+2429.61-6.85635i,+2441.74-10.1704i,+2440.3-9.70723i,+2440.35-10.4852i,+2440.3-9.70723i,+2443.09-10.5956i,+2445.82-11.0725i,+2445.12-11.019i,+2444.81-10.9227i,+2446.58-11.1892i,+2446.36-11.1758i,+2446.55-11.2123i,+2445.54-11.0878i,+2445.54-11.0865i,+2444.92-10.9385i,+2445.44-11.0193i,+2445.35-11.051i,+2443.87-10.4863i,+2444.12-10.5942i,+2443.22-10.4176i,+2430.86-7.01855i,+2430.39-6.97066i,+2430.34-7.03917i
2018-01-01 00:01:00 CST,+2424.68-5.89221i,+2423.68-5.6926i,+2401.78+0i,+2441.72-10.3716i,+2440.97-10.319i,+2424.68-5.89221i,+2428.65-6.93184i,+2429.36-7.10489i,+2440.97-10.3201i,+2439.57-9.83728i,+2439.64-10.6073i,+2439.57-9.83728i,+2442.34-10.7896i,+2444.82-11.2299i,+2444.38-11.2905i,+2444.39-11.2461i,+2445.58-11.3724i,+2445.35-11.3295i,+2445.59-11.3367i,+2444.79-11.3602i,+2444.8-11.4024i,+2444.5-11.2742i,+2445.36-11.4888i,+2444.92-11.3518i,+2443.11-10.6116i,+2443.38-10.7461i,+2442.47-10.4786i,+2430.5-7.30882i,+2430.23-7.30902i,+2430.21-7.25833i
2018-01-01 00:02:00 CST,+2424.94-5.87666i,+2423.95-5.69225i,+2401.78+0i,+2442.31-10.5344i,+2441.62-10.3874i,+2424.94-5.87666i,+2428.88-6.86532i,+2429.58-7.02851i,+2441.62-10.3879i,+2440.16-9.91972i,+2440.16-10.7142i,+2440.16-9.91972i,+2443.06-10.8455i,+2445.71-11.3664i,+2445.51-11.2614i,+2444.97-11.2272i,+2446.48-11.4686i,+2446.48-11.5621i,+2446.41-11.5128i,+2446.37-11.4513i,+2445.92-11.3238i,+2445.11-11.2579i,+2445.75-11.3787i,+2445.5-11.3593i,+2443.73-10.868i,+2443.93-10.9138i,+2443.06-10.6831i,+2430.72-7.29157i,+2430.45-7.18536i,+2430.39-7.13564i
2018-01-01 00:03:00 CST,+2430.18-7.15499i,+2429.2-7.02388i,+2401.78+0i,+2452.72-13.1875i,+2452.95-13.4434i,+2430.18-7.15499i,+2434.2-8.19997i,+2434.92-8.38065i,+2452.95-13.444i,+2450.6-12.6413i,+2450.67-13.4103i,+2450.6-12.6413i,+2455.27-14.2362i,+2462.11-15.5101i,+2457.54-14.7433i,+2457.92-14.9163i,+2466.48-16.2135i,+2463.3-15.8213i,+2462.94-15.6668i,+2458.23-14.9146i,+2457.99-14.8062i,+2458.03-14.9358i,+2459.47-15.342i,+2458.46-15.0442i,+2454.08-13.4029i,+2454.32-13.5678i,+2453.48-13.3376i,+2436.12-8.58198i,+2435.8-8.56441i,+2435.77-8.56484i
2018-01-01 00:04:00 CST,+2450.6-15.7604i,+2449.6-15.6214i,+2401.78+0i,+2493.49-30.1966i,+2497.13-32.0108i,+2450.6-15.7604i,+2454.58-17.022i,+2455.3-17.2182i,+2497.12-32.0115i,+2491.42-29.6065i,+2491.48-30.3976i,+2491.42-29.6065i,+2502.8-34.4066i,+2513.63-37.5936i,+2505.22-35.0434i,+2519.68-39.1707i,+2521.87-40.1037i,+2514.85-37.879i,+2514.51-37.8441i,+2505.97-35.2303i,+2505.71-35.1325i,+2519.79-39.2033i,+2535.39-43.599i,+2520.25-39.3494i,+2494.74-30.4757i,+2495.12-30.5679i,+2494.28-30.3726i,+2456.46-17.4667i,+2456.19-17.4097i,+2456.09-17.3849i
2018-01-01 00:05:00 CST,+2445.75-12.9113i,+2444.75-12.7409i,+2401.78+0i,+2483.69-24.5163i,+2486.47-25.6825i,+2445.75-12.9113i,+2449.8-14.0866i,+2450.6-14.3094i,+2486.46-25.683i,+2481.64-23.862i,+2481.69-24.6422i,+2481.64-23.862i,+2491.27-27.4931i,+2501.78-29.7154i,+2493.52-28.0826i,+2503.74-30.8704i,+2509.74-31.2414i,+2502.98-30.0036i,+2502.63-29.9775i,+2494.13-28.2495i,+2494-28.2098i,+2503.85-30.8933i,+2515.05-33.9303i,+2504.3-31.0354i,+2484.91-24.8689i,+2485.35-24.9729i,+2484.46-24.6469i,+2451.83-14.638i,+2451.47-14.4513i,+2451.41-14.5255i
2018-01-01 00:06:00 CST,+2436-9.82319i,+2434.99-9.6036i,+2401.78+0i,+2464.56-18.3196i,+2465.94-18.9892i,+2436-9.82319i,+2439.63-10.7639i,+2440.35-10.948i,+2465.93-18.9899i,+2462.54-17.7165i,+2462.59-18.4901i,+2462.54-17.7165i,+2469.31-20.2529i,+2480.55-23.2924i,+2471.42-20.7252i,+2473.46-20.9658i,+2488.68-25.6909i,+2482.27-23.6216i,+2481.34-23.4917i,+2472-20.8491i,+2471.89-20.8159i,+2473.56-20.9831i,+2476.47-21.4477i,+2474-21.0652i,+2465.73-18.561i,+2466.19-18.727i,+2465.33-18.5243i,+2441.57-11.2577i,+2441.22-11.0977i,+2440.85-11.0557i
2018-01-01 00:07:00 CST,+2437.59-9.81089i,+2436.6-9.67235i,+2401.78+0i,+2467.81-18.479i,+2469.52-19.3506i,+2437.59-9.81089i,+2441.18-10.7832i,+2441.89-10.9584i,+2469.51-19.3516i,+2465.83-17.9968i,+2465.85-18.777i,+2465.83-17.9968i,+2473.15-20.6808i,+2485.27-23.7798i,+2475.34-21.1638i,+2477.75-21.484i,+2493.33-25.9031i,+2487.58-24.3546i,+2486.06-24.0018i,+2476.01-21.355i,+2475.82-21.2947i,+2477.86-21.51i,+2481.02-22.0248i,+2478.29-21.5975i,+2468.97-18.7617i,+2469.38-18.7297i,+2468.56-18.5929i,+2443.06-11.2435i,+2442.75-11.0686i,+2442.37-11.0495i
2018-01-01 00:08:00 CST,+2438.54-9.88986i,+2437.47-9.7253i,+2401.78+0i,+2469.46-18.5084i,+2471.26-19.3357i,+2438.54-9.88986i,+2442.06-10.8978i,+2442.77-11.0752i,+2471.25-19.3377i,+2467.45-18.007i,+2467.43-18.8118i,+2467.45-18.007i,+2474.98-20.6344i,+2487-23.3902i,+2477.15-21.0725i,+2480.15-21.6354i,+2495-25.0804i,+2489.32-24.031i,+2487.76-23.5387i,+2477.81-21.183i,+2477.61-21.189i,+2480.26-21.6551i,+2483.56-22.2113i,+2480.69-21.7538i,+2470.67-18.7114i,+2471.03-18.8448i,+2470.21-18.647i,+2444-11.2404i,+2443.65-11.3033i,+2443.18-11.1682i
2018-01-01 00:09:00 CST,+2441.51-11.1204i,+2440.45-10.8785i,+2401.78+0i,+2475.51-20.9052i,+2477.38-21.8299i,+2441.51-11.1204i,+2444.91-11.8619i,+2445.59-12.0128i,+2477.38-21.8322i,+2473.54-20.4118i,+2473.62-22.6622i,+2473.54-20.4118i,+2481.14-23.222i,+2493.3-26.3954i,+2483.29-23.721i,+2486.26-24.1835i,+2501.43-28.5i,+2495.6-27.0537i,+2494.06-26.5707i,+2483.95-23.8882i,+2483.72-23.8415i,+2486.37-24.2109i,+2489.75-24.8363i,+2486.8-24.2925i,+2476.75-21.1153i,+2476.97-21.191i,+2476.27-21.0774i,+2446.76-12.172i,+2446.46-12.1579i,+2446.01-12.1226i
