grid,id,month
7170.0+2801.438838j,16,sept
7185.0+3205.411725j,16,sept
7185.0+3114.758258j,16,sept
7185.0+2442.554263j,16,sept
7185.0+2620.590383j,16,sept
7185.0+3012.27651j,16,sept
7200.0+2697.790043j,16,sept
7215.0+3361.071442j,16,sept
28860.0+13479.915459j,16,sept
48840.0+17376.184014j,16,sept
49110.0+20236.710587j,16,sept
50070.0+19642.069546j,16,sept
51180.0+18960.703683j,16,sept
50745.0+20039.779877j,16,sept
50820.0+23108.177598j,16,sept
50730.0+24339.587392j,16,sept
50625.0+22823.25877j,16,sept
50595.0+22452.737077j,16,sept
50595.0+22993.695547j,16,sept
50580.0+21130.840298j,16,sept
50550.0+22701.675829j,16,sept
50670.0+22689.471666j,16,sept
50535.0+22706.013475j,16,sept
31725.0+15148.126036j,16,sept
15975.0+7227.553425j,16,sept
9000.0+4190.753073j,16,sept
9000.0+3345.381665j,16,sept
9000.0+4273.638928j,16,sept
9000.0+4007.227333j,16,sept
8940.0+3855.107029j,16,sept
8895.0+4102.738776j,16,sept
8880.0+3155.379851j,16,sept
8865.0+4168.399794j,16,sept
8865.0+3380.325099j,16,sept
8850.0+3359.691977j,16,sept
8850.0+3486.369502j,16,sept
8835.0+4229.146266j,16,sept
8835.0+3104.484746j,16,sept
8835.0+3976.527037j,16,sept
8820.0+3391.587681j,16,sept
8790.0+3386.829141j,16,sept
8745.0+3431.113317j,16,sept
7200.0+2882.963065j,16,sept
7125.0+2716.795488j,16,sept
7125.0+2637.283497j,16,sept
7140.0+2657.891788j,16,sept
7140.0+2856.334708j,16,sept
7110.0+3229.355414j,16,sept
7110.0+2641.318287j,16,sept
7110.0+2753.76017j,16,sept
7110.0+3441.060924j,16,sept
7110.0+2542.731594j,16,sept
7110.0+3184.858705j,16,sept
7110.0+2948.818914j,16,sept
7110.0+2377.694985j,16,sept
7125.0+2372.200777j,16,sept
7125.0+3011.751645j,16,sept
7125.0+3007.302095j,16,sept
7110.0+2983.78528j,16,sept
7110.0+3391.380128j,16,sept
7110.0+2656.24391j,16,sept
7110.0+3112.033251j,16,sept
7110.0+2496.909177j,16,sept
7095.0+2665.661874j,16,sept
7095.0+2677.4392j,16,sept
7095.0+2766.154848j,16,sept
7095.0+3393.065154j,16,sept
7095.0+2477.082603j,16,sept
7095.0+3291.580746j,16,sept
7245.0+3469.131291j,16,sept
7095.0+3054.210518j,16,sept
7095.0+2536.663712j,16,sept
7125.0+2547.013462j,16,sept
7125.0+2441.995652j,16,sept
7140.0+2976.247555j,16,sept
7140.0+3345.086615j,16,sept
7140.0+3093.014631j,16,sept
7155.0+3317.21159j,16,sept
7155.0+2496.956652j,16,sept
7155.0+3165.836902j,16,sept
7155.0+2554.384752j,16,sept
7140.0+2436.405943j,16,sept
7155.0+3154.034128j,16,sept
8490.0+3709.219283j,16,sept
9150.0+3451.840702j,16,sept
9015.0+4105.451298j,16,sept
9000.0+3348.10735j,16,sept
8985.0+3456.907554j,16,sept
8985.0+3807.515683j,16,sept
31725.0+11271.091995j,16,sept
49890.0+16894.864168j,16,sept
49965.0+17082.002808j,16,sept
49860.0+22842.410763j,16,sept
49965.0+22549.858774j,16,sept
49965.0+23575.593958j,16,sept
49950.0+19359.231582j,16,sept
49860.0+23079.069913j,16,sept
50025.0+19711.862151j,16,sept
49950.0+17548.613434j,16,sept
49845.0+18250.077733j,16,sept
49875.0+19419.16252j,16,sept
49995.0+23129.542631j,16,sept
49725.0+18368.838131j,16,sept
49605.0+17738.013506j,16,sept
49650.0+20272.783421j,16,sept
49770.0+19753.069913j,16,sept
49755.0+20444.09596j,16,sept
49665.0+21283.688425j,16,sept
49530.0+16598.522156j,16,sept
49470.0+16618.024715j,16,sept
49500.0+20403.424431j,16,sept
49470.0+16743.463179j,16,sept
49350.0+17087.2566j,16,sept
49425.0+21135.07671j,16,sept
28320.0+12414.019415j,16,sept
13770.0+6326.348452j,16,sept
7125.0+3097.004582j,16,sept
7125.0+2592.92392j,16,sept
7125.0+2703.633362j,16,sept
7140.0+2877.20599j,16,sept
7155.0+3203.544611j,16,sept
7140.0+3411.278516j,16,sept
7140.0+2775.926947j,16,sept
7140.0+3010.29259j,16,sept
7140.0+2741.130386j,16,sept
7155.0+2820.991087j,16,sept
7155.0+2985.71103j,16,sept
7140.0+3187.23733j,16,sept
7155.0+2840.689111j,16,sept
7140.0+2707.540297j,16,sept
7140.0+2862.86526j,16,sept
7140.0+2460.81404j,16,sept
7125.0+3133.9847j,16,sept
7125.0+2984.835423j,16,sept
7125.0+2627.804864j,16,sept
7125.0+3043.384831j,16,sept
7125.0+2461.199154j,16,sept
7125.0+3101.001083j,16,sept
7125.0+2505.422697j,16,sept
7140.0+3026.954537j,16,sept
7140.0+3427.874954j,16,sept
7140.0+3104.090631j,16,sept
7140.0+2931.443877j,16,sept
7140.0+2902.915414j,16,sept
7140.0+3244.921961j,16,sept
7170.0+3085.847545j,16,sept
7170.0+2855.545137j,16,sept
7170.0+2667.950134j,16,sept
7170.0+2822.687498j,16,sept
7185.0+3311.567605j,16,sept
7185.0+3416.690421j,16,sept
7185.0+2914.657158j,16,sept
7185.0+3071.754091j,16,sept
7185.0+3084.111084j,16,sept
7185.0+3084.901474j,16,sept
7185.0+2525.233903j,16,sept
