grid,id
7275.0+3416.493471j,18
7335.0+3206.92009j,18
7335.0+2745.723687j,18
7260.0+3300.463338j,18
7275.0+3438.317105j,18
10215.0+4615.70958j,18
9765.0+3611.537738j,18
19035.0+7745.730363j,18
41670.0+14504.705021j,18
41655.0+18765.658964j,18
41580.0+15612.51064j,18
41760.0+20089.151143j,18
41730.0+15690.522307j,18
41730.0+17185.777342j,18
41730.0+19105.236093j,18
41820.0+15166.50178j,18
43200.0+20495.956127j,18
43170.0+14960.632192j,18
43245.0+16554.659771j,18
43125.0+19825.033808j,18
43020.0+14317.445518j,18
43125.0+15040.144104j,18
43005.0+16480.826227j,18
30180.0+9942.199942j,18
5940.0+2819.765094j,18
5940.0+2437.248794j,18
5880.0+2487.398323j,18
5850.0+2639.554735j,18
5955.0+2859.400415j,18
5850.0+2488.051328j,18
5835.0+2224.530241j,18
5910.0+2567.007767j,18
5880.0+2699.304979j,18
5835.0+2023.373921j,18
5880.0+2279.749507j,18
5925.0+2068.297543j,18
5835.0+2373.876249j,18
5850.0+2247.576702j,18
5955.0+2811.791977j,18
5835.0+2500.526662j,18
5820.0+2084.731183j,18
5895.0+2765.1695j,18
5835.0+2374.873751j,18
5805.0+2800.183798j,18
5850.0+1995.4832j,18
5850.0+2012.770943j,18
5790.0+2163.34587j,18
5790.0+1911.389426j,18
5880.0+2284.041977j,18
5775.0+2359.137472j,18
7440.0+2772.354038j,18
8925.0+3466.431953j,18
8310.0+3796.740258j,18
6360.0+2912.197985j,18
5865.0+2336.256193j,18
5850.0+2736.356658j,18
5670.0+2405.479602j,18
5655.0+2149.537529j,18
5715.0+1913.352851j,18
5625.0+2445.634262j,18
5625.0+2485.386221j,18
5730.0+2053.986894j,18
5670.0+2478.173189j,18
5955.0+2378.754877j,18
6450.0+2378.42306j,18
6825.0+2332.05811j,18
6900.0+2947.021932j,18
6915.0+2620.676078j,18
6960.0+2682.920362j,18
6885.0+2624.379245j,18
6870.0+2273.815292j,18
6990.0+2939.481823j,18
6885.0+3215.324804j,18
6885.0+3113.364127j,18
6945.0+3078.87496j,18
6930.0+3190.968102j,18
6885.0+2494.254405j,18
6945.0+3050.202723j,18
6990.0+2806.979456j,18
6915.0+2687.491174j,18
6930.0+2708.824741j,18
7020.0+2563.925497j,18
26985.0+11012.224041j,18
35130.0+15591.052955j,18
35415.0+13709.772617j,18
35490.0+12541.616053j,18
35475.0+16592.740526j,18
35655.0+14988.31112j,18
35670.0+15197.476649j,18
35625.0+13945.622719j,18
35640.0+15730.381943j,18
35775.0+13667.80024j,18
35640.0+12742.966272j,18
35610.0+14307.229028j,18
35700.0+15297.186766j,18
16860.0+5972.448188j,18
9930.0+4500.912532j,18
9450.0+3487.761806j,18
9420.0+4161.123138j,18
6840.0+2787.669961j,18
6855.0+2367.134669j,18
6885.0+2435.913367j,18
6795.0+2584.897972j,18
6780.0+2767.713138j,18
6885.0+3069.081716j,18
6780.0+2850.939609j,18
6540.0+2635.605409j,18
5655.0+2484.896769j,18
5625.0+2635.008477j,18
5580.0+1996.841606j,18
5610.0+2708.301439j,18
5670.0+2203.96131j,18
5580.0+2121.916532j,18
5595.0+2165.818241j,18
5685.0+2553.204491j,18
5580.0+2689.556591j,18
5580.0+2658.32757j,18
5640.0+2585.341594j,18
5610.0+2600.048692j,18
5565.0+2212.01972j,18
5595.0+2619.628186j,18
5640.0+2663.130513j,18
5565.0+2579.074688j,18
5565.0+1838.229545j,18
5670.0+2082.993125j,18
5565.0+2590.537311j,18
5565.0+1886.244213j,18
5640.0+2640.606151j,18
5595.0+2004.534585j,18
5580.0+2298.68099j,18
5610.0+2526.684319j,18
5640.0+2539.763536j,18
5565.0+2253.102114j,18
5580.0+1975.719994j,18
5670.0+2524.360959j,18
5565.0+1966.781732j,18
5565.0+2431.37569j,18
16245.0+6413.664511j,18
39210.0+15375.289094j,18
39225.0+14792.226555j,18
39135.0+18325.395469j,18
41235.0+13773.605047j,18
42270.0+17160.116318j,18
41760.0+17987.110405j,18
40515.0+13362.161028j,18
39690.0+16336.588847j,18
41610.0+17796.110353j,18
42075.0+17995.332382j,18
42240.0+19302.098263j,18
42255.0+17421.460432j,18
42405.0+18686.367661j,18
