grid,id
53385.0+25599.74895j,5
54345.0+20015.495569j,5
54420.0+20579.291594j,5
54360.0+19676.916372j,5
54225.0+21376.004771j,5
54255.0+25455.258242j,5
53745.0+19955.699708j,5
53205.0+24572.216414j,5
52530.0+22903.486728j,5
50910.0+18908.187505j,5
50970.0+18047.143642j,5
50940.0+18518.94283j,5
41895.0+15765.558761j,5
15555.0+7022.112736j,5
7410.0+2661.06886j,5
4785.0+2308.589941j,5
4785.0+1963.330877j,5
4815.0+2300.947494j,5
6420.0+2390.054466j,5
50880.0+24105.429595j,5
50790.0+22884.672848j,5
51585.0+23632.822587j,5
51630.0+21080.752685j,5
51660.0+21996.299613j,5
51675.0+24259.417023j,5
51765.0+21820.932083j,5
52185.0+22155.812143j,5
51705.0+24422.346763j,5
51930.0+19211.412951j,5
53565.0+20113.096897j,5
53415.0+19716.791614j,5
53355.0+17720.438662j,5
20925.0+7996.939914j,5
13605.0+5118.25276j,5
7305.0+2780.187326j,5
7245.0+2804.836688j,5
7215.0+2953.289703j,5
7185.0+3224.528459j,5
7170.0+2698.126471j,5
7140.0+2786.404114j,5
50130.0+22432.171817j,5
53550.0+21990.196936j,5
53670.0+22415.483712j,5
53730.0+20862.096928j,5
53730.0+21800.027683j,5
53790.0+23716.813383j,5
52995.0+17801.767066j,5
51420.0+19213.352685j,5
50940.0+24612.900931j,5
50640.0+19344.316085j,5
50685.0+17307.430484j,5
30000.0+12140.5404j,5
14580.0+6504.543351j,5
4770.0+1905.239023j,5
4770.0+2174.940955j,5
4875.0+1604.858619j,5
4875.0+1846.652284j,5
4875.0+2267.355392j,5
4875.0+1982.926696j,5
9540.0+4526.442071j,5
50445.0+23276.573133j,5
50550.0+18978.969797j,5
50565.0+18814.30442j,5
50670.0+18623.397401j,5
51450.0+19380.471278j,5
51510.0+23783.267054j,5
53865.0+23916.890285j,5
53880.0+24056.54211j,5
53130.0+24391.693095j,5
53070.0+17960.793164j,5
41310.0+14429.217046j,5
18225.0+7030.804446j,5
9015.0+3609.010788j,5
7230.0+2732.572916j,5
19320.0+6824.937951j,5
52770.0+22930.614531j,5
52695.0+21075.398971j,5
52815.0+25093.506031j,5
52710.0+24804.508609j,5
52545.0+18238.631756j,5
52620.0+23506.547112j,5
32190.0+13520.977566j,5
16845.0+6880.553164j,5
6285.0+2989.217934j,5
4725.0+1651.349656j,5
4740.0+1878.25233j,5
4740.0+1739.878989j,5
4725.0+2016.429972j,5
4725.0+1725.141395j,5
4725.0+1801.81218j,5
4740.0+2180.946152j,5
32010.0+13759.348056j,5
50925.0+22363.787632j,5
51150.0+22039.011671j,5
51135.0+21350.957529j,5
51210.0+24003.99989j,5
51135.0+18632.608032j,5
51150.0+24508.438298j,5
51045.0+18947.53479j,5
50865.0+19429.961257j,5
18405.0+7479.688673j,5
11085.0+4123.983455j,5
4935.0+2146.625009j,5
