grid,id
61215.0+21682.174416j,4
61575.0+26962.167519j,4
61215.0+26713.986233j,4
60960.0+20586.408096j,4
60870.0+28161.114839j,4
60885.0+28091.978918j,4
60780.0+27855.644573j,4
60885.0+25594.13565j,4
60855.0+23060.998317j,4
60300.0+28499.850126j,4
58740.0+27026.102127j,4
58710.0+19842.45217j,4
58710.0+27874.422736j,4
58755.0+27729.263451j,4
58710.0+23162.427688j,4
58785.0+21043.337826j,4
58710.0+22943.704485j,4
58680.0+24883.189361j,4
58650.0+27388.043208j,4
58680.0+24173.636479j,4
58605.0+27341.288229j,4
58695.0+22201.175719j,4
58950.0+27852.984247j,4
58860.0+20795.533436j,4
60105.0+21515.848507j,4
61425.0+27671.076245j,4
60855.0+25270.769842j,4
60705.0+20214.683962j,4
60660.0+26774.293044j,4
60660.0+28101.253612j,4
60720.0+26890.339109j,4
60765.0+24305.004923j,4
60660.0+29350.688891j,4
60615.0+21994.185139j,4
60555.0+23279.83128j,4
47445.0+19709.127465j,4
18885.0+8750.237763j,4
14940.0+5687.177154j,4
9165.0+3258.847801j,4
9120.0+3706.897256j,4
9060.0+3104.697887j,4
9030.0+3108.966721j,4
9015.0+4027.760668j,4
9015.0+3365.653641j,4
8295.0+3552.414917j,4
5805.0+2546.042446j,4
5715.0+2401.848976j,4
5655.0+2046.931808j,4
5655.0+2130.444631j,4
5655.0+2503.42094j,4
5670.0+2599.706095j,4
5670.0+2565.837828j,4
5670.0+2438.390284j,4
5670.0+2440.214124j,4
5670.0+2198.625558j,4
5670.0+2182.94322j,4
5685.0+2137.447252j,4
5670.0+2637.0598j,4
5670.0+2018.035853j,4
5685.0+2453.845284j,4
5670.0+2720.263752j,4
5670.0+2486.670071j,4
5670.0+2151.34271j,4
5670.0+1871.506099j,4
5670.0+2490.637857j,4
5670.0+2660.037873j,4
5670.0+2516.572534j,4
5685.0+1876.724905j,4
5730.0+2278.252803j,4
5730.0+2524.710894j,4
5730.0+2484.299099j,4
7155.0+3387.90511j,4
7890.0+3226.057346j,4
7830.0+3032.844106j,4
7860.0+2755.473547j,4
7845.0+2658.241491j,4
7830.0+3525.788442j,4
7815.0+3041.141267j,4
7830.0+3313.65033j,4
7815.0+3523.826807j,4
7800.0+2724.225291j,4
7800.0+3376.985055j,4
7755.0+2735.373737j,4
7755.0+2737.30063j,4
7755.0+2883.649039j,4
7740.0+3420.78273j,4
7755.0+3320.243005j,4
7740.0+2590.683458j,4
7740.0+3411.299739j,4
7740.0+3052.870821j,4
7725.0+2539.776559j,4
7740.0+2603.312364j,4
7725.0+3644.673938j,4
7725.0+2870.008019j,4
7740.0+2744.396952j,4
7725.0+3582.756854j,4
7725.0+3343.544735j,4
7725.0+2881.510007j,4
7710.0+3550.380613j,4
7755.0+3146.510561j,4
7725.0+2781.192794j,4
7710.0+3604.979913j,4
7695.0+2577.730771j,4
7695.0+2723.723809j,4
7710.0+3641.4314j,4
7680.0+3202.309438j,4
6450.0+2373.960833j,4
5715.0+1887.3807j,4
5685.0+2008.03205j,4
5670.0+2524.567832j,4
5670.0+2415.4565j,4
5670.0+1926.175107j,4
5655.0+2155.894057j,4
5670.0+2439.478284j,4
5670.0+1900.238602j,4
5655.0+2543.045135j,4
5685.0+2536.049422j,4
5655.0+2703.944702j,4
5640.0+2125.830608j,4
5655.0+2250.300637j,4
5655.0+1879.315793j,4
5655.0+1915.857773j,4
5655.0+2611.231318j,4
5655.0+1995.850139j,4
5655.0+2179.945605j,4
5655.0+1868.374893j,4
5670.0+1960.679507j,4
5655.0+2631.707517j,4
5655.0+2621.416995j,4
5670.0+2419.840735j,4
5670.0+2222.139094j,4
5670.0+2084.395858j,4
8205.0+3026.976053j,4
10830.0+4821.946421j,4
10695.0+5100.139233j,4
34350.0+14855.309294j,4
61425.0+25625.699849j,4
61545.0+26423.808041j,4
61530.0+25351.503121j,4
61530.0+25223.281455j,4
61530.0+24506.965716j,4
61440.0+20910.051758j,4
61395.0+25875.586215j,4
61470.0+21531.174845j,4
61350.0+21161.207965j,4
61500.0+23515.325818j,4
61485.0+22369.752009j,4
61470.0+27948.201285j,4
61560.0+21794.597981j,4
61515.0+21367.212669j,4
61515.0+29076.700251j,4
61575.0+24264.459139j,4
61470.0+22795.090224j,4
61410.0+27038.461778j,4
61395.0+26572.856057j,4
61365.0+29423.699584j,4
61365.0+20736.598931j,4
61320.0+25774.017131j,4
61425.0+21178.708992j,4
61365.0+25416.566424j,4
61425.0+26975.731184j,4
61335.0+22600.734652j,4
60975.0+27872.685319j,4
60675.0+23942.814938j,4
60675.0+22955.519228j,4
42450.0+14099.222406j,4
17475.0+5978.504723j,4
12585.0+4740.57611j,4
7890.0+2960.135822j,4
7815.0+2633.279296j,4
7830.0+3177.477563j,4
7830.0+3321.987983j,4
7815.0+2806.27014j,4
7830.0+3701.971053j,4
7830.0+3482.773242j,4
7830.0+3476.000267j,4
7845.0+3678.465845j,4
6930.0+2705.739143j,4
5670.0+2076.416087j,4
5670.0+2017.420067j,4
5655.0+2299.421092j,4
5655.0+2729.37387j,4
5655.0+2101.247591j,4
5670.0+2093.451262j,4
5670.0+2699.244316j,4
5655.0+2011.757229j,4
5655.0+2574.194988j,4
5655.0+2563.197998j,4
5655.0+2373.78009j,4
5655.0+2085.429195j,4
5640.0+2541.999393j,4
5640.0+2148.668j,4
7560.0+3311.020478j,4
7770.0+3673.903528j,4
7725.0+2952.962215j,4
7755.0+3630.057859j,4
7755.0+3417.934391j,4
7755.0+3220.68387j,4
7770.0+3380.829206j,4
7755.0+3720.922898j,4
7740.0+3666.861174j,4
7740.0+2602.046255j,4
7740.0+2810.456657j,4
7740.0+2719.368208j,4
7725.0+3608.995215j,4
7725.0+2572.74936j,4
7725.0+2751.389364j,4
7710.0+3566.331066j,4
7710.0+2571.609903j,4
7710.0+3662.225896j,4
7695.0+3680.568161j,4
7710.0+2810.607845j,4
7845.0+3267.63291j,4
7965.0+3644.396734j,4
7980.0+3587.10393j,4
7965.0+3385.745463j,4
7965.0+3275.771578j,4
7950.0+3738.511547j,4
8025.0+3330.476406j,4
7995.0+3250.98083j,4
7950.0+3574.069072j,4
7935.0+3273.604046j,4
6585.0+3027.018162j,4
5685.0+2715.282194j,4
5655.0+2461.536925j,4
5625.0+1851.252591j,4
5625.0+2715.381978j,4
5625.0+2062.588255j,4
5625.0+1903.403113j,4
5610.0+2269.93951j,4
5625.0+2634.197991j,4
5625.0+2512.502547j,4
5610.0+2201.319529j,4
5625.0+2083.444736j,4
5625.0+2328.210328j,4
5625.0+2470.399007j,4
5595.0+1990.852375j,4
5595.0+2370.272391j,4
5610.0+2361.249773j,4
5595.0+2120.414622j,4
5595.0+2114.196363j,4
5595.0+1877.551045j,4
5595.0+2451.626627j,4
5610.0+2054.522386j,4
5595.0+2514.438032j,4
5595.0+2080.935175j,4
5610.0+2371.611458j,4
5595.0+2067.034076j,4
6825.0+2417.565726j,4
7770.0+2846.888375j,4
7680.0+3401.425068j,4
7695.0+3335.629292j,4
7725.0+3511.958917j,4
7725.0+3699.096589j,4
7710.0+3034.507766j,4
7710.0+3070.117975j,4
7695.0+2922.11896j,4
7695.0+3646.132123j,4
7695.0+3008.299994j,4
7695.0+3525.534497j,4
7695.0+3247.595985j,4
7680.0+2797.396714j,4
7680.0+3189.940752j,4
7680.0+3497.822198j,4
7665.0+2912.792389j,4
7680.0+2576.995704j,4
7665.0+3705.138077j,4
7665.0+3480.648286j,4
7680.0+3654.0451j,4
7665.0+2582.257599j,4
7650.0+2809.307117j,4
7665.0+3014.0943j,4
7650.0+3225.91194j,4
7650.0+3041.344311j,4
7650.0+3143.70593j,4
7650.0+3547.279687j,4
7620.0+2602.072503j,4
6615.0+2664.184738j,4
5700.0+2241.257841j,4
5625.0+2160.021735j,4
5595.0+2607.957167j,4
5595.0+2021.486819j,4
5595.0+2187.505718j,4
5595.0+2009.047728j,4
5595.0+2078.305761j,4
5595.0+2562.87399j,4
5595.0+2632.113951j,4
5595.0+2041.355909j,4
5610.0+2120.762221j,4
5595.0+2362.913222j,4
5610.0+2686.507399j,4
5610.0+2445.669009j,4
5595.0+2306.427872j,4
5610.0+1882.966634j,4
5595.0+2453.435383j,4
5595.0+1861.706355j,4
5595.0+2641.977175j,4
5595.0+2450.157181j,4
5595.0+1921.312561j,4
5595.0+2661.654291j,4
5595.0+2597.477348j,4
5595.0+2193.394396j,4
5580.0+2605.330532j,4
5640.0+1967.256115j,4
5640.0+2168.278211j,4
5625.0+2219.553602j,4
7275.0+3285.64733j,4
7770.0+3696.882165j,4
7710.0+3656.983021j,4
7740.0+2619.237739j,4
7740.0+2594.311287j,4
7725.0+3569.826903j,4
7710.0+3430.075704j,4
7710.0+3059.667787j,4
7710.0+2956.732909j,4
7695.0+3193.906089j,4
7695.0+3280.497857j,4
7695.0+3404.327502j,4
7680.0+2707.837225j,4
7680.0+3429.307316j,4
7680.0+2844.423841j,4
7665.0+2770.412225j,4
7665.0+3522.60724j,4
7665.0+2710.711193j,4
7665.0+2642.930901j,4
7665.0+3297.67649j,4
7650.0+2817.312095j,4
7635.0+3435.61304j,4
7665.0+2830.554531j,4
7650.0+3583.112468j,4
7650.0+3473.268706j,4
7635.0+3490.60161j,4
7605.0+3199.273581j,4
7260.0+2819.971787j,4
5640.0+2392.988477j,4
5625.0+2261.005226j,4
5580.0+2546.861799j,4
5625.0+2476.233887j,4
5595.0+2644.462357j,4
5580.0+1971.243767j,4
5580.0+1881.896434j,4
5580.0+2231.318251j,4
5580.0+2551.865086j,4
5565.0+2563.149603j,4
5580.0+2148.04309j,4
5580.0+2557.638207j,4
5565.0+2365.461585j,4
5565.0+2406.052929j,4
5565.0+2386.936765j,4
34455.0+16265.596266j,4
56130.0+23614.010433j,4
56235.0+26345.073738j,4
56325.0+21955.182793j,4
56355.0+20919.542188j,4
56280.0+25781.686659j,4
56355.0+21717.288751j,4
56355.0+22011.329257j,4
56325.0+26332.49356j,4
56385.0+27208.624661j,4
57495.0+26035.605139j,4
58440.0+23373.611978j,4
58515.0+22945.264734j,4
58380.0+23952.880031j,4
58365.0+22802.151693j,4
58350.0+21911.473239j,4
58440.0+21964.935204j,4
58290.0+24527.898436j,4
58365.0+25746.500377j,4
58650.0+23904.648497j,4
58995.0+20757.402125j,4
59025.0+19654.365338j,4
59160.0+23191.184655j,4
59625.0+24048.168362j,4
59550.0+25446.903875j,4
59235.0+21619.545633j,4
59355.0+22332.899874j,4
59205.0+23230.590013j,4
59160.0+25845.201648j,4
59130.0+23416.537473j,4
59175.0+27725.630478j,4
59025.0+19506.85833j,4
58890.0+26682.550363j,4
58755.0+28408.562073j,4
58755.0+21580.780934j,4
58695.0+26189.853819j,4
58800.0+23705.722015j,4
70695.0+25810.616614j,4
71445.0+25308.600459j,4
60255.0+28442.524229j,4
57825.0+21498.036601j,4
19425.0+7277.974173j,4
16230.0+7809.997305j,4
7335.0+3487.653943j,4
6990.0+3188.716905j,4
5190.0+1712.440693j,4
5175.0+1818.853134j,4
5115.0+2117.109044j,4
5160.0+2015.877333j,4
5115.0+2344.618917j,4
4875.0+1775.019363j,4
4875.0+1813.519322j,4
4890.0+1677.242058j,4
4875.0+2152.189213j,4
4875.0+2266.226668j,4
4890.0+2179.494298j,4
4890.0+1950.325121j,4
5010.0+2168.959445j,4
5685.0+2568.034849j,4
5355.0+2386.441339j,4
5280.0+2332.784308j,4
5175.0+2136.080215j,4
4995.0+1886.921754j,4
4710.0+2067.698928j,4
4905.0+1772.669142j,4
4875.0+1827.600762j,4
4920.0+1711.957283j,4
4635.0+1945.716675j,4
4410.0+2118.200755j,4
4290.0+1776.75407j,4
4080.0+1958.867205j,4
5325.0+1763.747703j,4
5940.0+2857.927376j,4
5910.0+2095.307461j,4
6495.0+2948.792531j,4
6600.0+2848.061442j,4
6675.0+3124.845415j,4
6495.0+2929.178987j,4
6375.0+3063.835307j,4
6345.0+2293.763446j,4
6390.0+2128.078793j,4
6435.0+2368.6912j,4
6345.0+3009.839738j,4
6240.0+2745.827952j,4
6165.0+2296.152056j,4
5955.0+2366.071935j,4
5580.0+2252.798899j,4
5295.0+1859.710166j,4
4965.0+1811.391141j,4
4590.0+1544.214577j,4
4620.0+1822.279882j,4
4650.0+1978.289467j,4
4470.0+2026.749366j,4
4140.0+1842.133061j,4
3690.0+1233.485518j,4
3360.0+1366.453651j,4
3825.0+1796.582212j,4
3690.0+1745.959753j,4
2115.0+903.200017j,4
2280.0+1038.709402j,4
2355.0+1114.266998j,4
2640.0+1133.804742j,4
2955.0+1063.612758j,4
2775.0+1234.928073j,4
3210.0+1522.597266j,4
2940.0+1340.568883j,4
3000.0+1360.639858j,4
1785.0+812.772911j,4
855.0+353.07241j,4
510.0+232.815315j,4
570.0+223.335591j,4
495.0+183.021454j,4
1125.0+383.739152j,4
2040.0+787.831528j,4
2130.0+711.059634j,4
1350.0+514.100542j,4
1590.0+727.03034j,4
2055.0+989.062772j,4
3345.0+1365.106144j,4
3105.0+1288.850039j,4
3090.0+1319.210322j,4
3165.0+1472.312572j,4
2985.0+1379.681917j,4
2745.0+1056.898492j,4
4755.0+1756.780882j,4
4575.0+1590.241994j,4
4860.0+2284.079122j,4
4755.0+1567.299891j,4
4680.0+1805.503817j,4
4785.0+2283.054443j,4
4755.0+1634.175088j,4
4770.0+1860.256703j,4
4575.0+1917.186615j,4
4590.0+1619.793366j,4
4935.0+2147.391502j,4
4830.0+1963.658899j,4
4425.0+1905.553994j,4
4440.0+1845.040765j,4
4470.0+2107.648695j,4
4395.0+1694.187519j,4
4485.0+2099.21993j,4
4065.0+1583.378232j,4
3135.0+1197.842501j,4
2970.0+1314.428375j,4
1950.0+885.633826j,4
1455.0+569.644303j,4
1575.0+679.32775j,4
1545.0+563.691693j,4
1605.0+723.381052j,4
1635.0+775.909967j,4
1395.0+568.385132j,4
660.0+309.609717j,4
435.0+150.48821j,4
840.0+329.427876j,4
765.0+307.936628j,4
825.0+361.872645j,4
240.0+100.734654j,4
-420.0+202.966551j,4
-465.0+196.000218j,4
-1080.0+400.4876j,4
-555.0+203.844754j,4
-660.0+316.672433j,4
-900.0+301.514257j,4
-210.0+79.568325j,4
300.0+119.37216j,4
675.0+286.903122j,4
390.0+146.814637j,4
165.0+54.920728j,4
-570.0+240.50214j,4
-405.0+179.702195j,4
2940.0+1372.26835j,4
3225.0+1163.807896j,4
3645.0+1401.682115j,4
43005.0+18312.491208j,4
55560.0+23114.649117j,4
56565.0+20085.311497j,4
56745.0+20490.505795j,4
56820.0+21591.394902j,4
55215.0+24021.852111j,4
53175.0+19127.296233j,4
52710.0+24572.53686j,4
53460.0+19289.309297j,4
54720.0+18359.433561j,4
54495.0+19370.947096j,4
53205.0+18276.080533j,4
56820.0+24298.707424j,4
57525.0+27251.050203j,4
56745.0+19905.487782j,4
55950.0+23395.517712j,4
54840.0+24480.711424j,4
54120.0+18260.183014j,4
54360.0+19605.45285j,4
54675.0+23374.393119j,4
55425.0+21144.652951j,4
56895.0+22242.100935j,4
58215.0+20338.435519j,4
57510.0+25160.005253j,4
56625.0+22332.893506j,4
71025.0+29014.63531j,4
58290.0+23592.364317j,4
56925.0+20439.796743j,4
54840.0+21372.394528j,4
52350.0+20573.18518j,4
13290.0+5187.75322j,4
10395.0+4881.639354j,4
1380.0+549.25598j,4
765.0+302.75268j,4
-225.0+86.938975j,4
-780.0+262.792751j,4
-4320.0+1920.257023j,4
-5745.0+1974.030271j,4
-6915.0+2728.897226j,4
-5355.0+2525.792011j,4
-2070.0+829.025185j,4
-45.0+21.160775j,4
-585.0+264.322202j,4
-9990.0+4417.946557j,4
-15900.0+7553.90808j,4
-9855.0+3962.398959j,4
-10230.0+3799.297166j,4
-24480.0+11651.228141j,4
-20970.0+10087.257283j,4
-23415.0+8539.602913j,4
-24105.0+8244.597475j,4
-26250.0+11721.064975j,4
-28785.0+13844.033046j,4
-18780.0+8305.01532j,4
-29970.0+13636.412572j,4
-27345.0+12598.28575j,4
-25725.0+11176.21662j,4
-27090.0+10606.156596j,4
-25440.0+8401.836374j,4
-30720.0+10591.35114j,4
-18120.0+8076.34496j,4
-27360.0+9415.611019j,4
-33720.0+12742.417878j,4
-16845.0+6596.383191j,4
19815.0+9311.086659j,4
24330.0+9063.244189j,4
30675.0+12876.477127j,4
38745.0+15598.560558j,4
22590.0+7917.097161j,4
30015.0+13125.302148j,4
18570.0+8209.42586j,4
19545.0+6540.618606j,4
19815.0+8231.579273j,4
17280.0+6599.321528j,4
26190.0+12305.527313j,4
35940.0+17019.353125j,4
29055.0+9592.721279j,4
26160.0+11344.020304j,4
47715.0+20876.475739j,4
46935.0+20138.508887j,4
48330.0+20197.466669j,4
49725.0+19474.424346j,4
44730.0+17587.251888j,4
40110.0+17439.862773j,4
42390.0+19572.42762j,4
34515.0+15482.664063j,4
-19515.0+9372.57313j,4
-24450.0+10463.579126j,4
-35490.0+13983.681888j,4
-14190.0+6647.703831j,4
-24015.0+11305.334709j,4
-30315.0+12350.168081j,4
-4410.0+1630.631988j,4
-11760.0+4883.30949j,4
-8310.0+3083.501322j,4
-10245.0+4102.807311j,4
-21015.0+8881.941159j,4
-27180.0+11777.311229j,4
-36315.0+16460.573991j,4
-28110.0+13196.076479j,4
-10410.0+3901.962958j,4
-36270.0+12992.122128j,4
-42105.0+19516.731126j,4
-18945.0+8644.393209j,4
-35715.0+16238.164581j,4
-28725.0+9760.890651j,4
-32430.0+13795.913919j,4
-45720.0+21293.28028j,4
-40335.0+15258.907275j,4
-20295.0+7674.95991j,4
-14235.0+6564.506157j,4
-15030.0+6148.500751j,4
-23265.0+9479.13143j,4
-19065.0+8623.625345j,4
-15810.0+5576.66718j,4
-20160.0+9157.54972j,4
-20220.0+6881.547524j,4
-12975.0+5602.667567j,4
-13545.0+5395.719578j,4
-27570.0+9436.013707j,4
-19335.0+9297.376178j,4
-53970.0+25950.527452j,4
-17865.0+7989.188821j,4
-27420.0+10820.539591j,4
-33930.0+14413.713874j,4
-23145.0+7904.503345j,4
-56355.0+19784.900208j,4
-43290.0+20287.447213j,4
-17820.0+8288.774474j,4
-17340.0+6724.283518j,4
-31065.0+14165.30408j,4
-52530.0+20268.116888j,4
-44010.0+17993.006024j,4
-43050.0+14908.089972j,4
-53955.0+21492.089721j,4
-20295.0+8114.786361j,4
-12780.0+5041.467229j,4
-25560.0+11675.908189j,4
38145.0+14535.453894j,4
32715.0+11614.419879j,4
22650.0+10069.589083j,4
41880.0+17800.532279j,4
42525.0+17944.796223j,4
42225.0+14665.456851j,4
41280.0+15955.690378j,4
38460.0+18168.852642j,4
21780.0+7889.567478j,4
36240.0+15913.048942j,4
37035.0+17900.44495j,4
31935.0+13649.871136j,4
6690.0+3177.474552j,4
34125.0+14105.858075j,4
39345.0+15799.894198j,4
35445.0+13504.114537j,4
22935.0+8414.687986j,4
6465.0+2714.937423j,4
8625.0+3360.058211j,4
-1065.0+447.408324j,4
-900.0+318.011948j,4
6870.0+2932.374343j,4
34305.0+14545.310728j,4
33765.0+12643.131681j,4
31080.0+12800.581217j,4
18480.0+7454.292755j,4
24645.0+9945.332282j,4
28980.0+11415.803809j,4
31350.0+14953.494063j,4
36090.0+13443.381435j,4
36720.0+15016.809173j,4
36600.0+15149.841061j,4
9705.0+3478.949195j,4
13965.0+5929.326349j,4
-45675.0+20287.009251j,4
-47355.0+16470.684052j,4
-55680.0+20103.051002j,4
-57480.0+21624.212868j,4
-54255.0+20893.448128j,4
-54765.0+24096.299173j,4
-50505.0+23097.833522j,4
-29715.0+11613.701396j,4
-53355.0+20864.125119j,4
-42180.0+18648.649197j,4
-49815.0+17093.303523j,4
-56505.0+18902.863445j,4
-53820.0+25378.503131j,4
-52920.0+24757.54494j,4
-52935.0+21289.164644j,4
-54165.0+21362.496105j,4
-55305.0+25063.076112j,4
-56130.0+20603.33762j,4
-57585.0+19948.085923j,4
-58560.0+21438.542038j,4
-57210.0+21765.972394j,4
-58695.0+22475.323349j,4
-43950.0+16491.59237j,4
-59325.0+19543.326319j,4
-39525.0+13673.190409j,4
-50505.0+20935.704719j,4
-33690.0+14570.188998j,4
-49365.0+16605.995064j,4
-20160.0+9131.253885j,4
-37830.0+13032.039693j,4
-57150.0+24282.697398j,4
-54255.0+22890.023227j,4
-36975.0+16765.827114j,4
-23010.0+8830.459603j,4
-51015.0+18144.057205j,4
-59265.0+22726.352811j,4
-28110.0+11448.574071j,4
-37305.0+14864.829684j,4
-61845.0+21575.314781j,4
-62025.0+21394.312254j,4
-59670.0+26574.3964j,4
-63360.0+22777.169108j,4
-63240.0+21189.530211j,4
-41790.0+17557.729695j,4
-33135.0+11004.520091j,4
-53145.0+19434.661905j,4
-32520.0+13158.776882j,4
-24450.0+8464.306326j,4
-19770.0+9545.164667j,4
-21510.0+8133.019994j,4
-26070.0+12245.585636j,4
-65265.0+29167.849852j,4
-45660.0+21470.059091j,4
-15810.0+7589.246416j,4
-33240.0+13402.621426j,4
-22830.0+8466.74684j,4
-61440.0+25876.75154j,4
-63270.0+25825.095972j,4
-65715.0+28400.428195j,4
-64035.0+27928.136407j,4
-60630.0+27438.043438j,4
-52110.0+19504.725671j,4
-52620.0+21201.828008j,4
-60405.0+28848.931053j,4
-59250.0+19709.15441j,4
-56670.0+25649.615076j,4
-55335.0+23456.630589j,4
-37665.0+12730.767788j,4
-39315.0+16423.010976j,4
-59400.0+22949.998458j,4
-58275.0+19229.323965j,4
-57960.0+26390.077283j,4
-57195.0+20505.842108j,4
-57750.0+23821.923992j,4
-56295.0+19432.5513j,4
-48195.0+17277.054902j,4
-54960.0+18835.909704j,4
-55200.0+20904.254128j,4
-54990.0+23677.253363j,4
-55650.0+25690.261141j,4
-51285.0+24566.211834j,4
-53805.0+21912.913442j,4
-41535.0+15649.844358j,4
-29190.0+12533.206284j,4
-31935.0+12674.821634j,4
-53730.0+21050.67255j,4
-54825.0+24113.005992j,4
-54750.0+21360.412866j,4
-55620.0+25511.453134j,4
-55680.0+20906.688716j,4
-55725.0+19632.606235j,4
-55515.0+22322.446471j,4
-54555.0+18016.123469j,4
-55425.0+23333.638649j,4
-57270.0+26184.698519j,4
-57135.0+21010.619562j,4
-56895.0+25780.947695j,4
-58155.0+24251.133429j,4
-58380.0+24519.286446j,4
-58710.0+28269.787643j,4
-58980.0+22400.018242j,4
-49890.0+24039.279396j,4
-57810.0+20919.928142j,4
-51495.0+18646.15453j,4
-57930.0+27276.426093j,4
-57960.0+25259.118374j,4
-52260.0+22183.194852j,4
-58710.0+23940.576418j,4
-50685.0+23388.309454j,4
-56775.0+22697.21182j,4
-59190.0+24817.102071j,4
-57270.0+21514.654052j,4
-57150.0+22720.920695j,4
-57105.0+20971.218191j,4
-56460.0+24538.14282j,4
-55980.0+24348.790667j,4
-55695.0+23217.164832j,4
-56130.0+21539.827364j,4
-56310.0+21054.468004j,4
-53475.0+19117.995291j,4
-53610.0+19872.459272j,4
-42465.0+16655.176442j,4
-45000.0+17000.911562j,4
-54540.0+18896.604604j,4
-54660.0+24345.231919j,4
-54240.0+26256.724524j,4
-54285.0+21189.062415j,4
-54480.0+20278.690724j,4
-54135.0+25124.779313j,4
-54300.0+20983.733617j,4
-54225.0+20358.399776j,4
-54390.0+23153.713903j,4
-53925.0+22885.993774j,4
-53040.0+24473.432869j,4
-52905.0+24681.368284j,4
-53190.0+17858.058851j,4
-53265.0+19252.378041j,4
-53385.0+21615.57277j,4
-53595.0+23211.579623j,4
-53970.0+21793.429284j,4
-52950.0+20824.005114j,4
-52980.0+23299.884046j,4
-53790.0+25687.738828j,4
-53445.0+19702.097593j,4
-53550.0+22785.279801j,4
-52680.0+25376.37028j,4
-53865.0+17889.28849j,4
-53430.0+23153.943416j,4
-53235.0+24762.273389j,4
-53355.0+23765.504367j,4
-53160.0+22864.174306j,4
-54420.0+22917.777426j,4
-54900.0+21958.704939j,4
-55515.0+22657.552873j,4
-55755.0+23006.638388j,4
-55575.0+23960.927981j,4
-55410.0+23917.781819j,4
-55185.0+22128.970731j,4
-54960.0+21616.177105j,4
-54690.0+22114.885037j,4
-54270.0+24699.260444j,4
-53895.0+17828.559827j,4
